Ano	Região	UF	Código do Município	Município	Localização	Dependência Administrativa	Total	Anos Iniciais 	Anos Finais	1º Ano 	2º Ano	3º Ano	4º Ano	5º Ano	6º Ano	7º Ano	8º Ano	9º Ano
2017	Norte	RO	1100403	Alto Paraíso	Total	Municipal	2,9	3,2	2,1	4,2	3,3	1,1	3,1	4,6	2,4	2,1	2,7	1,0
2017	Norte	RO	1100452	Buritis	Total	Municipal	2,3	2,4	1,7	1,6	3,8	1,8	2,9	1,6	1,5	0,0	3,1	2,4
2017	Norte	RO	1100502	Novo Horizonte do Oeste	Total	Municipal	0,8	0,9	0,7	1,0	1,9	0,6	0,0	0,0	0,0	3,2	0,0	0,0
2017	Norte	RO	1100601	Cacaulândia	Total	Municipal	1,5	1,6	1,0	1,2	1,3	1,1	1,6	2,5	3,4	0,0	0,0	0,0
2017	Norte	RO	1100700	Campo Novo de Rondônia	Total	Municipal	2,5	2,4	2,8	4,7	2,2	2,4	1,0	2,4	5,3	2,2	0,0	3,7
2017	Norte	RO	1100809	Candeias do Jamari	Total	Municipal	5,6	5,2	7,2	4,5	6,2	5,4	5,4	4,3	8,5	6,1	0,0	10,3
2017	Norte	RO	1100908	Castanheiras	Total	Municipal	1,4	1,5	1,1	3,4	1,6	1,5	1,2	0,0	0,0	2,3	1,9	0,0
2017	Norte	RO	1100924	Chupinguaia	Total	Municipal	4,0	3,2	8,5	3,1	2,8	3,8	3,1	3,2	5,2	10,2	11,1	13,6
2017	Norte	RO	1100940	Cujubim	Total	Municipal	3,4	3,4	3,3	4,2	4,6	2,6	3,9	2,2	3,4	2,6	3,8	3,9
2017	Norte	RO	1101005	Governador Jorge Teixeira	Total	Municipal	1,6	1,9	0,7	2,0	1,6	1,1	2,3	2,3	0,0	0,0	1,6	1,8
2017	Norte	RO	1101104	Itapuã do Oeste	Total	Municipal	2,9	2,9	--	3,7	8,0	1,7	1,3	2,4	--	--	--	--
2017	Norte	RO	1101203	Ministro Andreazza	Total	Municipal	1,6	1,5	1,9	2,6	0,0	1,5	0,8	2,4	1,0	0,0	1,3	5,1
2017	Norte	RO	1101302	Mirante da Serra	Total	Municipal	2,3	2,6	0,0	4,0	2,1	3,2	1,7	2,4	0,0	0,0	0,0	0,0
2017	Norte	RO	1101401	Monte Negro	Total	Municipal	2,7	2,4	3,6	4,0	2,5	1,9	0,9	3,4	4,5	2,9	3,2	4,0
2017	Norte	RO	1101435	Nova União	Total	Municipal	1,2	1,1	1,6	3,0	0,0	1,4	0,6	0,8	1,8	0,0	2,7	1,2
2017	Norte	RO	1101450	Parecis	Total	Municipal	2,4	2,4	2,4	0,0	0,0	1,3	3,2	6,3	0,0	2,2	3,8	4,4
2017	Norte	RO	1101468	Pimenteiras do Oeste	Total	Municipal	1,1	1,1	--	0,0	3,9	0,0	0,0	2,0	--	--	--	--
2017	Norte	RO	1101476	Primavera de Rondônia	Total	Municipal	0,8	0,8	--	1,9	1,6	0,0	1,0	0,0	--	--	--	--
2017	Norte	RO	1101484	São Felipe D'Oeste	Total	Municipal	0,9	0,7	2,3	0,0	1,3	1,0	1,4	0,0	--	--	0,0	9,1
2017	Norte	RO	1101492	São Francisco do Guaporé	Total	Municipal	3,2	2,7	4,2	2,4	1,6	3,1	3,0	3,0	4,1	6,0	2,8	3,3
2017	Norte	RO	1101500	Seringueiras	Total	Municipal	1,2	1,1	1,5	0,6	0,6	2,0	0,8	1,0	0,9	1,1	1,3	3,4
2017	Norte	RO	1101559	Teixeirópolis	Total	Municipal	1,0	0,2	2,4	0,0	0,0	1,1	0,0	0,0	1,8	1,8	1,9	4,7
2017	Norte	RO	1101609	Theobroma	Total	Municipal	1,9	1,0	2,8	0,0	2,3	2,3	0,5	0,0	1,7	4,0	2,2	3,5
2017	Norte	RO	1101708	Urupá	Total	Municipal	2,9	1,6	5,0	1,8	2,4	2,1	0,7	1,5	3,4	7,6	6,2	3,4
2017	Norte	RO	1101757	Vale do Anari	Total	Municipal	1,9	2,3	1,0	2,3	2,9	3,9	0,5	1,4	1,3	0,0	2,0	0,0
2017	Norte	RO	1101807	Vale do Paraíso	Total	Municipal	1,7	1,3	2,5	3,2	0,0	0,7	1,5	1,5	0,9	3,1	4,5	1,6
2017	Norte	AC	1200013	Acrelândia	Total	Municipal	4,4	4,3	4,8	5,2	5,0	3,3	4,1	4,2	7,5	2,1	6,3	2,9
2017	Norte	AC	1200054	Assis Brasil	Total	Municipal	2,1	2,1	--	0,9	3,3	3,9	1,0	0,6	--	--	--	--
2017	Norte	AC	1200104	Brasiléia	Total	Municipal	2,5	2,5	--	4,1	2,3	2,5	2,1	2,0	--	--	--	--
2017	Norte	AC	1200138	Bujari	Total	Municipal	5,9	5,8	6,4	3,6	8,9	6,1	6,1	4,1	9,1	4,3	9,1	3,6
2017	Norte	AC	1200179	Capixaba	Total	Municipal	4,7	4,7	4,8	4,1	5,7	5,6	4,4	3,6	6,0	4,3	4,3	2,9
2017	Norte	AC	1200203	Cruzeiro do Sul	Total	Municipal	4,1	4,2	3,8	5,4	6,4	3,1	2,8	3,5	4,4	3,7	3,2	3,8
2017	Norte	AC	1200252	Epitaciolândia	Total	Municipal	3,2	3,2	--	3,5	3,9	4,2	1,2	3,5	--	--	--	--
2017	Norte	AC	1200302	Feijó	Total	Municipal	2,5	2,4	2,9	3,1	2,2	2,2	2,2	2,3	1,7	4,4	2,9	4,3
2017	Norte	AC	1200328	Jordão	Total	Municipal	1,0	1,3	0,6	1,8	0,8	1,4	1,8	0,4	0,4	0,9	0,9	0,0
2017	Norte	AC	1200336	Mâncio Lima	Total	Municipal	4,1	4,2	2,9	3,7	5,3	4,9	3,9	3,0	3,2	0,0	3,1	5,3
2017	Norte	AC	1200344	Manoel Urbano	Total	Municipal	2,7	2,8	0,0	2,6	3,3	2,4	2,7	3,0	0,0	--	--	--
2017	Norte	AC	1200351	Marechal Thaumaturgo	Total	Municipal	5,4	5,2	5,7	3,6	5,7	5,0	6,1	4,8	5,4	6,7	5,1	5,5
2017	Norte	AC	1200385	Plácido de Castro	Total	Municipal	5,9	5,9	5,7	8,4	5,6	6,7	6,2	2,6	6,5	6,4	7,1	1,6
2017	Norte	AC	1200393	Porto Walter	Total	Municipal	3,8	3,3	5,0	3,3	4,6	2,3	2,9	4,1	4,3	3,8	6,3	7,1
2017	Norte	AC	1200401	Rio Branco	Total	Municipal	3,4	3,4	--	3,6	3,4	4,0	2,8	3,0	--	--	--	--
2017	Norte	AC	1200427	Rodrigues Alves	Total	Municipal	2,4	2,4	--	0,3	2,7	3,2	3,1	2,1	--	--	--	--
2017	Norte	AC	1200435	Santa Rosa do Purus	Total	Municipal	1,7	1,9	1,4	1,4	1,0	1,3	2,7	3,1	1,7	1,9	0,7	1,1
2017	Norte	AC	1200450	Senador Guiomard	Total	Municipal	7,8	5,2	17,8	9,9	4,3	4,4	4,7	3,3	17,6	24,1	13,8	15,0
2017	Norte	AC	1200500	Sena Madureira	Total	Municipal	3,2	3,1	3,6	3,3	3,6	2,6	3,6	2,7	3,4	8,3	1,8	1,8
2017	Norte	AC	1200609	Tarauacá	Total	Municipal	5,8	5,9	4,8	5,2	7,4	5,1	6,3	5,0	0,0	4,1	6,0	6,1
2017	Norte	AC	1200708	Xapuri	Total	Municipal	6,3	6,3	--	7,2	7,6	6,0	6,3	4,5	--	--	--	--
2017	Norte	AC	1200807	Porto Acre	Total	Municipal	5,4	5,3	7,5	7,8	4,7	3,7	3,8	6,8	14,3	15,4	0,0	0,0
2017	Norte	AM	1300029	Alvarães	Total	Municipal	0,3	0,4	0,0	0,0	0,3	0,7	0,8	0,4	0,0	0,0	0,0	0,0
2017	Norte	AM	1300060	Amaturá	Total	Municipal	0,2	0,2	0,2	0,0	0,5	0,0	0,5	0,0	0,6	0,0	0,0	0,0
2017	Norte	AM	1300086	Anamã	Total	Municipal	2,4	1,7	3,9	2,7	1,1	0,6	2,3	1,7	7,4	2,8	3,7	1,1
2017	Norte	AM	1300102	Anori	Total	Municipal	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
2017	Norte	AM	1300144	Apuí	Total	Municipal	3,3	2,8	3,9	2,9	2,5	1,6	3,6	3,4	3,8	2,9	4,8	4,2
2017	Norte	AM	1300201	Atalaia do Norte	Total	Municipal	1,2	1,3	0,0	0,8	1,8	1,5	0,4	1,6	0,0	0,0	0,0	0,0
2017	Norte	AM	1300300	Autazes	Total	Municipal	2,6	2,1	3,3	3,6	1,8	1,6	1,8	1,8	3,5	2,9	3,7	3,3
2017	Norte	AM	1300409	Barcelos	Total	Municipal	1,2	1,1	1,7	1,6	0,3	2,3	1,0	0,5	1,5	0,0	6,7	0,0
2017	Norte	AM	1300508	Barreirinha	Total	Municipal	1,0	0,9	1,0	1,0	0,9	1,3	1,1	0,4	1,0	0,8	1,1	1,1
2017	Norte	AM	1300607	Benjamin Constant	Total	Municipal	1,4	1,5	1,4	1,8	1,6	1,2	1,6	1,4	1,2	1,2	1,8	1,2
2017	Norte	AM	1300631	Beruri	Total	Municipal	1,4	1,4	1,3	1,7	0,4	1,9	0,7	2,0	1,4	1,5	0,5	2,0
2017	Norte	AM	1300680	Boa Vista do Ramos	Total	Municipal	1,2	1,4	0,9	0,9	1,8	1,2	2,4	0,4	1,7	0,5	1,7	0,0
2017	Norte	AM	1300706	Boca do Acre	Total	Municipal	2,5	2,6	2,3	2,9	2,3	3,4	2,4	1,7	3,1	3,2	2,8	0,0
2017	Norte	AM	1300805	Borba	Total	Municipal	0,9	1,1	0,6	1,1	1,1	0,5	1,4	1,2	0,2	0,4	0,3	1,7
2017	Norte	AM	1300839	Caapiranga	Total	Municipal	2,4	2,3	2,7	2,7	0,8	2,9	2,2	2,7	3,2	1,9	3,5	2,2
2017	Norte	AM	1300904	Canutama	Total	Municipal	1,3	1,4	1,2	1,6	2,1	1,5	1,0	0,7	0,0	2,0	1,4	3,1
2017	Norte	AM	1301001	Carauari	Total	Municipal	0,7	0,8	0,0	1,4	0,9	0,5	0,4	0,9	0,0	--	--	0,0
2017	Norte	AM	1301100	Careiro	Total	Municipal	3,8	3,8	3,9	5,0	4,3	4,1	3,1	2,6	4,8	2,9	4,0	3,6
2017	Norte	AM	1301159	Careiro da Várzea	Total	Municipal	1,7	2,0	1,1	1,6	2,0	2,7	1,5	2,1	0,3	0,8	2,8	0,5
2017	Norte	AM	1301209	Coari	Total	Municipal	2,0	2,0	2,0	2,2	2,3	2,5	1,8	1,3	2,4	2,5	2,1	0,6
2017	Norte	AM	1301308	Codajás	Total	Municipal	1,9	2,3	1,1	1,5	2,7	2,2	2,3	2,5	0,5	1,3	1,2	1,5
2017	Norte	AM	1301407	Eirunepé	Total	Municipal	0,3	0,4	0,0	0,2	0,6	0,3	0,5	0,3	0,0	0,0	0,0	0,0
2017	Norte	AM	1301506	Envira	Total	Municipal	0,7	0,7	0,8	0,0	1,5	0,9	0,0	0,8	0,0	0,6	0,0	4,5
2017	Norte	AM	1301605	Fonte Boa	Total	Municipal	0,8	0,8	0,7	1,7	1,9	0,3	0,4	0,5	0,9	0,4	0,0	1,1
2017	Norte	AM	1301654	Guajará	Total	Municipal	2,0	2,0	0,0	1,4	1,9	2,1	1,6	2,7	0,0	--	--	--
2017	Norte	AM	1301704	Humaitá	Total	Municipal	0,8	1,0	0,5	0,9	0,9	0,6	0,9	1,5	0,7	0,2	0,6	0,3
2017	Norte	AM	1301803	Ipixuna	Total	Municipal	0,6	0,6	0,0	1,1	1,1	0,3	0,0	0,8	0,0	--	--	--
2017	Norte	AM	1301852	Iranduba	Total	Municipal	3,7	3,2	4,4	2,3	4,0	3,1	3,2	3,6	4,3	4,6	4,4	4,4
2017	Norte	AM	1301902	Itacoatiara	Total	Municipal	3,2	3,1	3,4	3,4	2,9	2,7	3,4	2,9	4,7	2,2	3,1	3,4
2017	Norte	AM	1301951	Itamarati	Total	Municipal	0,2	0,2	0,4	0,0	0,0	0,4	0,0	0,4	0,6	0,6	0,0	0,0
2017	Norte	AM	1302009	Itapiranga	Total	Municipal	3,0	2,5	4,0	2,0	3,9	1,8	2,8	2,1	4,2	3,0	5,0	3,7
2017	Norte	AM	1302108	Japurá	Total	Municipal	0,1	0,0	0,4	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0
2017	Norte	AM	1302207	Juruá	Total	Municipal	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
2017	Norte	AM	1302306	Jutaí	Total	Municipal	0,1	0,2	0,0	0,0	0,0	0,4	0,0	0,3	0,0	0,0	0,0	0,0
2017	Norte	AM	1302405	Lábrea	Total	Municipal	1,2	1,2	1,3	2,1	0,9	0,9	0,8	1,4	1,3	2,4	0,9	0,3
2017	Norte	AM	1302504	Manacapuru	Total	Municipal	0,7	0,8	0,2	0,8	1,4	0,9	0,7	0,5	0,3	0,2	0,2	0,2
2017	Norte	AM	1302553	Manaquiri	Total	Municipal	2,8	2,6	2,9	3,3	2,9	3,0	1,9	2,0	3,6	2,3	3,9	1,9
2017	Norte	AM	1302603	Manaus	Total	Municipal	1,8	1,7	1,9	2,0	1,6	2,0	1,5	1,3	2,2	1,8	1,8	1,8
2017	Norte	AM	1302702	Manicoré	Total	Municipal	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
2017	Norte	AM	1302801	Maraã	Total	Municipal	1,3	1,4	1,1	0,6	2,1	1,7	1,1	1,4	1,6	1,5	0,4	0,0
2017	Norte	AM	1302900	Maués	Total	Municipal	1,0	0,8	1,2	0,8	1,5	0,9	0,5	0,6	1,2	1,3	1,1	1,0
2017	Norte	AM	1303007	Nhamundá	Total	Municipal	0,9	0,8	1,0	1,8	0,7	1,0	0,0	0,5	1,5	0,7	0,0	1,7
2017	Norte	AM	1303106	Nova Olinda do Norte	Total	Municipal	1,7	1,9	1,5	2,7	1,8	2,1	1,2	1,4	2,4	1,7	0,4	1,2
2017	Norte	AM	1303205	Novo Airão	Total	Municipal	3,7	3,9	3,1	3,8	3,2	5,2	2,9	4,2	3,5	2,2	2,8	3,9
2017	Norte	AM	1303304	Novo Aripuanã	Total	Municipal	0,9	0,9	0,8	0,8	1,1	0,0	0,4	2,0	0,5	1,6	0,0	0,9
2017	Norte	AM	1303403	Parintins	Total	Municipal	1,1	1,0	1,2	1,6	0,9	0,9	0,9	0,8	1,2	1,1	1,6	0,8
2017	Norte	AM	1303502	Pauini	Total	Municipal	0,5	0,5	--	0,2	0,7	0,4	1,2	0,2	--	--	--	--
2017	Norte	AM	1303536	Presidente Figueiredo	Total	Municipal	3,6	3,5	3,8	3,0	3,3	5,4	3,3	1,9	3,7	3,8	4,0	3,9
2017	Norte	AM	1303569	Rio Preto da Eva	Total	Municipal	6,2	5,9	6,8	4,1	9,8	6,2	5,6	3,6	5,9	7,2	7,9	6,5
2017	Norte	AM	1303601	Santa Isabel do Rio Negro	Total	Municipal	1,1	1,3	0,9	1,3	1,4	1,6	1,9	0,0	0,7	1,2	0,7	0,7
2017	Norte	AM	1303700	Santo Antônio do Içá	Total	Municipal	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
2017	Norte	AM	1303809	São Gabriel da Cachoeira	Total	Municipal	0,3	0,2	0,3	0,0	0,4	0,3	0,2	0,2	0,0	0,5	0,6	0,2
2017	Norte	AM	1303908	São Paulo de Olivença	Total	Municipal	0,9	0,7	1,3	1,7	0,5	0,3	0,4	0,7	0,8	1,0	2,3	1,4
2017	Norte	AM	1303957	São Sebastião do Uatumã	Total	Municipal	2,2	2,4	1,3	4,2	2,8	1,2	1,2	2,4	3,0	0,0	2,0	0,0
2017	Norte	AM	1304005	Silves	Total	Municipal	2,7	2,9	2,3	4,2	1,0	2,3	0,7	6,0	2,5	3,5	2,1	0,6
2017	Norte	AM	1304062	Tabatinga	Total	Municipal	2,3	1,5	3,7	1,8	1,8	1,0	1,2	1,6	3,6	4,0	2,8	4,5
2017	Norte	AM	1304104	Tapauá	Total	Municipal	1,0	0,5	2,3	1,2	0,0	0,3	0,3	0,9	1,3	3,9	2,5	2,2
2017	Norte	AM	1304203	Tefé	Total	Municipal	2,3	2,3	2,3	1,9	2,2	2,1	2,7	2,9	2,2	2,0	2,5	2,4
2017	Norte	AM	1304237	Tonantins	Total	Municipal	0,8	0,9	0,8	0,7	1,5	0,4	0,3	1,6	1,0	0,5	0,0	2,2
2017	Norte	AM	1304260	Uarini	Total	Municipal	0,3	0,4	0,2	0,0	0,0	0,2	0,3	1,2	0,0	0,0	0,0	2,0
2017	Norte	AM	1304302	Urucará	Total	Municipal	1,5	1,6	1,4	3,2	2,9	1,3	0,7	0,3	0,0	1,4	3,8	1,2
2017	Norte	AM	1304401	Urucurituba	Total	Municipal	2,5	1,8	4,3	2,7	0,8	1,4	1,7	2,2	3,5	6,0	3,6	4,3
2017	Norte	RR	1400027	Amajari	Total	Municipal	3,8	3,5	5,8	3,8	2,6	2,5	5,3	3,6	6,7	10,5	0,0	5,9
2017	Norte	RR	1400050	Alto Alegre	Total	Municipal	3,1	3,1	--	3,7	3,7	2,2	1,1	5,0	--	--	--	--
2017	Norte	RR	1400100	Boa Vista	Total	Municipal	2,5	2,5	--	3,5	3,1	2,0	2,6	1,8	--	--	--	--
2017	Norte	RR	1400159	Bonfim	Total	Municipal	1,8	1,9	1,5	1,1	2,2	0,6	2,1	3,5	0,6	2,6	1,1	2,2
2017	Norte	RR	1400175	Cantá	Total	Municipal	3,7	3,8	2,4	4,6	3,6	2,9	5,1	3,3	0,0	2,5	2,7	7,1
2017	Norte	RR	1400209	Caracaraí	Total	Municipal	0,7	0,7	0,0	1,6	0,7	0,4	0,5	0,5	0,0	0,0	0,0	0,0
2017	Norte	RR	1400233	Caroebe	Total	Municipal	1,6	1,6	--	2,9	0,5	1,5	1,0	2,7	--	--	--	--
2017	Norte	RR	1400282	Iracema	Total	Municipal	0,5	0,5	--	0,8	1,1	0,6	0,0	0,0	--	--	--	--
2017	Norte	RR	1400308	Mucajaí	Total	Municipal	2,9	2,9	--	1,8	3,4	3,9	2,8	2,7	--	--	--	--
2017	Norte	RR	1400407	Normandia	Total	Municipal	1,1	1,1	--	0,0	0,0	0,8	2,2	2,0	--	--	--	--
2017	Norte	RR	1400456	Pacaraima	Total	Municipal	3,7	4,0	1,9	5,6	5,8	3,2	2,2	2,7	1,9	--	--	--
2017	Norte	RR	1400472	Rorainópolis	Total	Municipal	2,8	2,7	4,3	4,8	2,1	2,8	2,2	2,1	11,1	0,0	0,0	4,2
2017	Norte	RR	1400506	São João da Baliza	Total	Municipal	2,3	2,6	0,0	1,7	1,8	3,8	2,6	2,4	0,0	0,0	0,0	0,0
2017	Norte	RR	1400605	São Luiz	Total	Municipal	1,1	1,2	0,0	0,9	2,5	0,0	1,1	1,8	0,0	--	--	--
2017	Norte	RR	1400704	Uiramutã	Total	Municipal	0,8	0,8	0,6	3,3	0,0	0,0	0,0	0,0	0,0	2,2	0,0	0,0
2017	Norte	PA	1500107	Abaetetuba	Total	Municipal	1,0	1,0	--	1,2	1,1	1,0	1,2	0,5	--	--	--	--
2017	Norte	PA	1500131	Abel Figueiredo	Total	Municipal	4,4	3,8	5,6	1,5	2,7	7,8	2,3	3,4	6,8	3,5	11,3	2,6
2017	Norte	PA	1500206	Acará	Total	Municipal	1,3	1,3	1,2	1,7	1,1	1,4	1,0	1,2	0,9	0,7	2,1	1,2
2017	Norte	PA	1500305	Afuá	Total	Municipal	2,1	2,1	2,2	2,6	2,0	1,7	2,3	2,1	1,8	3,2	2,3	1,1
2017	Norte	PA	1500347	Água Azul do Norte	Total	Municipal	5,8	6,2	5,3	5,9	7,6	8,0	6,1	3,7	3,3	6,1	7,1	6,3
2017	Norte	PA	1500404	Alenquer	Total	Municipal	2,2	1,8	3,0	2,4	2,2	1,6	1,4	1,6	3,1	2,1	3,4	3,5
2017	Norte	PA	1500503	Almeirim	Total	Municipal	0,9	0,9	0,9	1,0	0,5	0,7	0,6	1,6	0,6	0,3	1,3	2,0
2017	Norte	PA	1500602	Altamira	Total	Municipal	5,3	4,6	6,4	4,7	5,1	4,4	4,3	4,6	7,0	6,5	6,1	5,6
2017	Norte	PA	1500701	Anajás	Total	Municipal	1,2	1,2	1,0	1,3	1,6	1,8	1,1	0,5	0,7	1,3	1,0	1,0
2017	Norte	PA	1500800	Ananindeua	Total	Municipal	2,5	2,6	2,2	2,9	3,3	2,7	2,4	2,0	2,3	2,7	2,0	1,7
2017	Norte	PA	1500859	Anapu	Total	Municipal	3,9	3,6	4,4	3,1	4,0	3,3	3,6	3,9	3,3	5,6	4,9	4,9
2017	Norte	PA	1500909	Augusto Corrêa	Total	Municipal	1,4	1,4	1,3	1,8	1,8	1,4	1,6	0,7	1,0	1,5	1,6	1,2
2017	Norte	PA	1500958	Aurora do Pará	Total	Municipal	2,7	2,4	3,3	3,5	2,2	3,2	1,9	1,5	5,0	1,2	3,1	3,0
2017	Norte	PA	1501006	Aveiro	Total	Municipal	3,7	3,7	3,7	4,6	2,7	4,3	4,8	2,4	5,0	2,9	3,9	2,1
2017	Norte	PA	1501105	Bagre	Total	Municipal	1,7	2,0	1,0	2,1	2,3	2,1	2,0	1,9	0,8	1,6	1,2	0,4
2017	Norte	PA	1501204	Baião	Total	Municipal	5,0	5,3	4,5	5,8	5,4	4,4	6,0	5,1	4,4	4,7	6,0	2,8
2017	Norte	PA	1501253	Bannach	Total	Municipal	0,6	1,0	0,0	6,1	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0
2017	Norte	PA	1501303	Barcarena	Total	Municipal	1,5	1,5	1,6	2,4	1,5	1,5	1,3	0,9	1,3	1,8	1,6	2,0
2017	Norte	PA	1501402	Belém	Total	Municipal	1,9	1,9	1,7	2,2	2,1	1,8	2,2	1,5	2,0	1,7	1,0	2,1
2017	Norte	PA	1501451	Belterra	Total	Municipal	1,9	2,1	1,6	3,1	1,5	1,7	2,4	1,6	1,3	1,8	1,9	1,4
2017	Norte	PA	1501501	Benevides	Total	Municipal	3,4	3,2	4,0	4,5	3,6	2,9	3,0	2,2	5,5	2,8	3,4	3,3
2017	Norte	PA	1501576	Bom Jesus do Tocantins	Total	Municipal	3,3	3,8	2,6	6,1	4,1	1,1	4,5	3,6	3,1	1,9	2,4	3,1
2017	Norte	PA	1501600	Bonito	Total	Municipal	1,0	1,0	--	0,4	2,2	1,6	0,0	0,7	--	--	--	--
2017	Norte	PA	1501709	Bragança	Total	Municipal	1,6	1,8	0,7	2,1	2,3	2,0	1,2	1,5	1,0	0,6	0,9	0,2
2017	Norte	PA	1501725	Brasil Novo	Total	Municipal	3,1	4,0	1,8	4,7	3,5	3,7	4,3	3,7	2,0	1,9	1,1	2,0
2017	Norte	PA	1501758	Brejo Grande do Araguaia	Total	Municipal	3,2	2,6	3,8	2,2	1,7	3,3	3,6	2,1	4,3	3,2	5,6	1,9
2017	Norte	PA	1501782	Breu Branco	Total	Municipal	2,7	2,6	2,9	2,9	2,2	2,7	2,3	3,0	3,4	2,7	2,9	2,3
2017	Norte	PA	1501808	Breves	Total	Municipal	1,4	1,3	1,7	1,8	1,7	1,3	0,9	1,2	1,4	1,6	2,0	2,2
2017	Norte	PA	1501907	Bujaru	Total	Municipal	2,4	2,5	2,3	2,0	1,7	0,9	3,9	3,0	2,4	2,1	2,4	2,4
