Ano	Região	UF	Código do Município	Nome do Município	Localização	Dependência Administrativa	Nível 1	Nível 2	Nível 3	Nível 4	Nível 5	Nível 6
2017	Norte	AC	1200708	Xapuri	Total	Municipal	80,0	8,0	12,0	0,0	0,0	0,0
2017	Norte	AC	1200807	Porto Acre	Total	Municipal	31,6	63,2	5,2	0,0	0,0	0,0
2017	Norte	AM	1300029	Alvarães	Total	Municipal	32,1	5,7	9,4	26,4	24,5	1,9
2017	Norte	AM	1300060	Amaturá	Total	Municipal	26,1	30,4	34,8	0,0	8,7	0,0
2017	Norte	AM	1300086	Anamã	Total	Municipal	25,0	50,0	25,0	0,0	0,0	0,0
2017	Norte	AM	1300102	Anori	Total	Municipal	50,0	5,0	40,0	0,0	5,0	0,0
2017	Norte	AM	1300144	Apuí	Total	Municipal	46,2	38,5	7,7	0,0	7,6	0,0
2017	Norte	AM	1300201	Atalaia do Norte	Total	Municipal	10,2	5,1	16,9	42,4	25,4	0,0
2017	Norte	AM	1300300	Autazes	Total	Municipal	15,2	41,3	19,6	6,5	10,9	6,5
2017	Norte	AM	1300409	Barcelos	Total	Municipal	51,0	22,4	18,4	4,1	4,1	0,0
2017	Norte	AM	1300508	Barreirinha	Total	Municipal	31,2	10,8	18,3	11,8	25,8	2,1
2017	Norte	AM	1300607	Benjamin Constant	Total	Municipal	33,3	24,6	29,8	0,0	10,5	1,8
2017	Norte	AM	1300631	Beruri	Total	Municipal	26,8	9,9	31,0	15,5	15,5	1,3
2017	Norte	AM	1300680	Boa Vista do Ramos	Total	Municipal	22,2	15,6	22,2	11,1	28,9	0,0
2017	Norte	AM	1300706	Boca do Acre	Total	Municipal	7,3	40,6	49,0	2,1	1,0	0,0
2017	Norte	AM	1300805	Borba	Total	Municipal	51,7	16,1	6,7	8,7	14,8	2,0
2017	Norte	AM	1300839	Caapiranga	Total	Municipal	43,2	15,9	25,0	6,8	6,8	2,3
2017	Norte	AM	1300904	Canutama	Total	Municipal	14,3	66,7	2,4	14,3	2,3	0,0
2017	Norte	AM	1301001	Carauari	Total	Municipal	2,2	43,5	37,0	8,7	8,6	0,0
2017	Norte	AM	1301100	Careiro	Total	Municipal	22,0	12,2	58,5	2,4	4,9	0,0
2017	Norte	AM	1301159	Careiro da Várzea	Total	Municipal	41,3	21,7	13,0	8,7	13,0	2,3
2017	Norte	AM	1301209	Coari	Total	Municipal	28,8	8,3	59,8	0,8	2,3	0,0
2017	Norte	AM	1301308	Codajás	Total	Municipal	19,6	17,9	55,4	3,6	3,5	0,0
2017	Norte	AM	1301407	Eirunepé	Total	Municipal	2,6	35,9	46,2	5,1	10,2	0,0
2017	Norte	AM	1301506	Envira	Total	Municipal	43,2	29,5	20,5	2,3	2,3	2,2
2017	Norte	AM	1301605	Fonte Boa	Total	Municipal	1,9	30,8	26,9	9,6	26,9	3,9
2017	Norte	AM	1301654	Guajará	Total	Municipal	84,2	15,8	0,0	0,0	0,0	0,0
2017	Norte	AM	1301704	Humaitá	Total	Municipal	32,5	18,1	34,9	4,8	8,4	1,3
2017	Norte	AM	1301803	Ipixuna	Total	Municipal	56,4	30,8	5,1	0,0	7,7	0,0
2017	Norte	AM	1301852	Iranduba	Total	Municipal	12,1	16,7	19,7	4,5	39,4	7,6
2017	Norte	AM	1301902	Itacoatiara	Total	Municipal	22,0	4,7	36,2	9,4	21,3	6,4
2017	Norte	AM	1301951	Itamarati	Total	Municipal	0,0	36,1	44,4	13,9	5,6	0,0
2017	Norte	AM	1302009	Itapiranga	Total	Municipal	52,6	10,5	26,3	5,3	5,3	0,0
2017	Norte	AM	1302108	Japurá	Total	Municipal	2,8	2,8	8,3	33,3	52,8	0,0
2017	Norte	AM	1302207	Juruá	Total	Municipal	38,7	41,9	9,7	6,5	3,2	0,0
2017	Norte	AM	1302306	Jutaí	Total	Municipal	21,3	23,6	18,0	16,9	20,2	0,0
2017	Norte	AM	1302405	Lábrea	Total	Municipal	31,9	11,3	45,4	2,1	8,5	0,8
2017	Norte	AM	1302504	Manacapuru	Total	Municipal	54,5	20,9	17,2	2,2	4,5	0,7
2017	Norte	AM	1302553	Manaquiri	Total	Municipal	15,4	33,3	41,0	5,1	2,6	2,6
2017	Norte	AM	1302603	Manaus	Total	Municipal	1,6	53,3	25,3	4,7	11,4	3,7
2017	Norte	AM	1302702	Manicoré	Total	Municipal	43,6	17,4	30,9	2,0	6,1	0,0
2017	Norte	AM	1302801	Maraã	Total	Municipal	15,2	5,1	48,5	6,1	25,1	0,0
2017	Norte	AM	1302900	Maués	Total	Municipal	10,0	7,6	62,4	15,3	4,7	0,0
2017	Norte	AM	1303007	Nhamundá	Total	Municipal	38,9	31,5	25,9	1,9	1,8	0,0
2017	Norte	AM	1303106	Nova Olinda do Norte	Total	Municipal	25,4	18,6	40,7	8,5	6,8	0,0
2017	Norte	AM	1303205	Novo Airão	Total	Municipal	4,8	23,8	23,8	4,8	42,8	0,0
2017	Norte	AM	1303304	Novo Aripuanã	Total	Municipal	68,8	18,8	2,1	2,1	8,2	0,0
2017	Norte	AM	1303403	Parintins	Total	Municipal	24,7	31,5	34,2	2,1	6,8	0,7
2017	Norte	AM	1303502	Pauini	Total	Municipal	92,1	6,6	0,0	0,0	1,3	0,0
2017	Norte	AM	1303536	Presidente Figueiredo	Total	Municipal	4,0	24,0	4,0	4,0	36,0	28,0
2017	Norte	AM	1303569	Rio Preto da Eva	Total	Municipal	11,1	38,9	5,6	16,7	5,6	22,1
2017	Norte	AM	1303601	Santa Isabel do Rio Negro	Total	Municipal	34,9	23,3	27,9	9,3	2,3	2,3
2017	Norte	AM	1303700	Santo Antônio do Içá	Total	Municipal	24,3	43,2	5,4	10,8	13,5	2,8
2017	Norte	AM	1303809	São Gabriel da Cachoeira	Total	Municipal	31,7	4,8	41,3	20,4	1,3	0,5
2017	Norte	AM	1303908	São Paulo de Olivença	Total	Municipal	33,8	16,2	5,4	14,9	28,4	1,3
2017	Norte	AM	1303957	São Sebastião do Uatumã	Total	Municipal	0,0	21,1	73,7	5,2	0,0	0,0
2017	Norte	AM	1304005	Silves	Total	Municipal	0,0	70,0	20,0	10,0	0,0	0,0
2017	Norte	AM	1304062	Tabatinga	Total	Municipal	35,1	15,8	19,3	5,3	15,8	8,7
2017	Norte	AM	1304104	Tapauá	Total	Municipal	45,1	11,0	22,0	14,6	6,1	1,2
2017	Norte	AM	1304203	Tefé	Total	Municipal	11,9	7,1	10,7	21,4	41,7	7,2
2017	Norte	AM	1304237	Tonantins	Total	Municipal	14,0	14,0	22,0	8,0	38,0	4,0
2017	Norte	AM	1304260	Uarini	Total	Municipal	34,8	19,6	13,0	10,9	21,7	0,0
2017	Norte	AM	1304302	Urucará	Total	Municipal	27,6	27,6	27,6	6,9	10,3	0,0
2017	Norte	AM	1304401	Urucurituba	Total	Municipal	37,9	13,8	20,7	10,3	17,3	0,0
2017	Norte	RR	1400027	Amajari	Total	Municipal	70,8	16,7	12,5	0,0	0,0	0,0
2017	Norte	RR	1400050	Alto Alegre	Total	Municipal	66,7	22,2	5,6	5,5	0,0	0,0
2017	Norte	RR	1400100	Boa Vista	Total	Municipal	30,7	43,9	19,3	0,0	4,4	1,7
2017	Norte	RR	1400159	Bonfim	Total	Municipal	35,3	29,4	35,3	0,0	0,0	0,0
2017	Norte	RR	1400175	Cantá	Total	Municipal	70,6	20,6	8,8	0,0	0,0	0,0
2017	Norte	RR	1400209	Caracaraí	Total	Municipal	36,4	22,7	40,9	0,0	0,0	0,0
2017	Norte	RR	1400233	Caroebe	Total	Municipal	64,3	28,6	7,1	0,0	0,0	0,0
2017	Norte	RR	1400282	Iracema	Total	Municipal	16,7	83,3	0,0	0,0	0,0	0,0
2017	Norte	RR	1400308	Mucajaí	Total	Municipal	35,7	50,0	7,1	0,0	7,2	0,0
2017	Norte	RR	1400407	Normandia	Total	Municipal	82,1	17,9	0,0	0,0	0,0	0,0
2017	Norte	RR	1400456	Pacaraima	Total	Municipal	12,5	62,5	25,0	0,0	0,0	0,0
2017	Norte	RR	1400472	Rorainópolis	Total	Municipal	30,0	46,7	10,0	3,3	10,0	0,0
2017	Norte	RR	1400506	São João da Baliza	Total	Municipal	12,5	62,5	25,0	0,0	0,0	0,0
2017	Norte	RR	1400605	São Luiz	Total	Municipal	57,1	28,6	14,3	0,0	0,0	0,0
2017	Norte	RR	1400704	Uiramutã	Total	Municipal	72,5	10,0	17,5	0,0	0,0	0,0
2017	Norte	PA	1500107	Abaetetuba	Total	Municipal	22,7	55,2	2,9	6,4	12,8	0,0
2017	Norte	PA	1500131	Abel Figueiredo	Total	Municipal	22,2	55,6	11,1	0,0	11,1	0,0
2017	Norte	PA	1500206	Acará	Total	Municipal	20,9	47,9	5,5	9,2	12,3	4,2
2017	Norte	PA	1500305	Afuá	Total	Municipal	45,3	13,7	25,6	5,1	8,5	1,8
2017	Norte	PA	1500347	Água Azul do Norte	Total	Municipal	16,7	58,3	0,0	0,0	25,0	0,0
2017	Norte	PA	1500404	Alenquer	Total	Municipal	50,8	25,8	18,2	3,0	0,8	1,4
2017	Norte	PA	1500503	Almeirim	Total	Municipal	27,4	19,2	42,5	5,5	5,4	0,0
2017	Norte	PA	1500602	Altamira	Total	Municipal	26,0	21,4	33,6	6,1	9,9	3,0
2017	Norte	PA	1500701	Anajás	Total	Municipal	16,3	21,2	45,2	6,7	10,6	0,0
2017	Norte	PA	1500800	Ananindeua	Total	Municipal	2,5	54,3	18,5	0,0	14,8	9,9
2017	Norte	PA	1500859	Anapu	Total	Municipal	14,0	18,0	64,0	0,0	4,0	0,0
2017	Norte	PA	1500909	Augusto Corrêa	Total	Municipal	23,5	53,1	6,2	2,5	12,3	2,4
2017	Norte	PA	1500958	Aurora do Pará	Total	Municipal	47,4	35,9	3,8	2,6	7,7	2,6
2017	Norte	PA	1501006	Aveiro	Total	Municipal	30,8	15,4	50,0	0,0	3,8	0,0
2017	Norte	PA	1501105	Bagre	Total	Municipal	23,7	34,2	34,2	0,0	5,3	2,6
2017	Norte	PA	1501204	Baião	Total	Municipal	49,3	13,3	12,0	2,7	22,7	0,0
2017	Norte	PA	1501253	Bannach	Total	Municipal	28,6	42,9	0,0	0,0	28,5	0,0
2017	Norte	PA	1501303	Barcarena	Total	Municipal	35,1	48,5	3,1	1,0	5,2	7,1
2017	Norte	PA	1501402	Belém	Total	Municipal	24,0	24,8	16,0	4,8	7,2	23,2
2017	Norte	PA	1501451	Belterra	Total	Municipal	60,7	12,5	16,1	7,1	3,6	0,0
2017	Norte	PA	1501501	Benevides	Total	Municipal	3,1	46,9	31,3	0,0	18,7	0,0
2017	Norte	PA	1501576	Bom Jesus do Tocantins	Total	Municipal	53,8	15,4	0,0	7,7	23,1	0,0
2017	Norte	PA	1501600	Bonito	Total	Municipal	37,5	46,9	6,3	6,3	3,0	0,0
2017	Norte	PA	1501709	Bragança	Total	Municipal	37,6	18,8	20,3	3,8	18,0	1,5
2017	Norte	PA	1501725	Brasil Novo	Total	Municipal	50,0	19,4	25,0	0,0	5,6	0,0
2017	Norte	PA	1501758	Brejo Grande do Araguaia	Total	Municipal	35,7	14,3	21,4	7,1	21,5	0,0
2017	Norte	PA	1501782	Breu Branco	Total	Municipal	3,2	41,9	38,7	9,7	6,5	0,0
2017	Norte	PA	1501808	Breves	Total	Municipal	43,6	13,5	33,5	1,9	7,1	0,4
2017	Norte	PA	1501907	Bujaru	Total	Municipal	49,3	23,9	14,9	1,5	6,0	4,4
2017	Norte	PA	1501956	Cachoeira do Piriá	Total	Municipal	44,0	18,0	20,0	4,0	12,0	2,0
2017	Norte	PA	1502004	Cachoeira do Arari	Total	Municipal	20,0	75,0	2,5	0,0	0,0	2,5
2017	Norte	PA	1502103	Cametá	Total	Municipal	26,3	26,8	28,2	8,6	6,2	3,9
2017	Norte	PA	1502152	Canaã dos Carajás	Total	Municipal	5,6	16,7	55,6	5,6	5,6	10,9
2017	Norte	PA	1502202	Capanema	Total	Municipal	2,8	80,6	11,1	0,0	5,5	0,0
2017	Norte	PA	1502301	Capitão Poço	Total	Municipal	40,6	28,7	10,9	5,0	13,9	0,9
2017	Norte	PA	1502400	Castanhal	Total	Municipal	19,5	49,4	9,1	2,6	15,6	3,8
2017	Norte	PA	1502509	Chaves	Total	Municipal	34,3	38,4	17,2	6,1	2,0	2,0
2017	Norte	PA	1502608	Colares	Total	Municipal	18,2	72,7	0,0	0,0	9,1	0,0
2017	Norte	PA	1502707	Conceição do Araguaia	Total	Municipal	9,1	36,4	13,6	18,2	13,6	9,1
2017	Norte	PA	1502756	Concórdia do Pará	Total	Municipal	10,3	21,8	2,6	9,0	51,3	5,0
2017	Norte	PA	1502764	Cumaru do Norte	Total	Municipal	23,5	23,5	35,3	5,9	5,9	5,9
2017	Norte	PA	1502772	Curionópolis	Total	Municipal	0,0	21,1	15,8	10,5	47,4	5,2
2017	Norte	PA	1502806	Curralinho	Total	Municipal	13,6	20,5	45,5	9,1	4,5	6,8
2017	Norte	PA	1502855	Curuá	Total	Municipal	31,6	21,1	34,2	2,6	7,9	2,6
2017	Norte	PA	1502905	Curuçá	Total	Municipal	16,1	69,4	8,1	3,2	1,6	1,6
2017	Norte	PA	1502939	Dom Eliseu	Total	Municipal	2,1	41,7	29,2	12,5	14,5	0,0
2017	Norte	PA	1502954	Eldorado do Carajás	Total	Municipal	52,8	13,2	17,0	1,9	9,4	5,7
2017	Norte	PA	1503002	Faro	Total	Municipal	5,3	26,3	21,1	31,6	15,7	0,0
2017	Norte	PA	1503044	Floresta do Araguaia	Total	Municipal	16,7	12,5	58,3	0,0	12,5	0,0
2017	Norte	PA	1503077	Garrafão do Norte	Total	Municipal	48,4	25,8	11,3	4,8	4,8	4,9
2017	Norte	PA	1503093	Goianésia do Pará	Total	Municipal	38,8	40,8	2,0	4,1	10,2	4,1
2017	Norte	PA	1503101	Gurupá	Total	Municipal	11,8	6,5	57,0	8,6	15,1	1,0
2017	Norte	PA	1503200	Igarapé-Açu	Total	Municipal	38,5	51,9	1,9	0,0	7,7	0,0
2017	Norte	PA	1503309	Igarapé-Miri	Total	Municipal	25,4	36,0	13,2	5,3	18,4	1,7
2017	Norte	PA	1503408	Inhangapi	Total	Municipal	32,1	53,6	0,0	3,6	10,7	0,0
2017	Norte	PA	1503457	Ipixuna do Pará	Total	Municipal	32,4	35,3	7,4	1,5	17,6	5,8
2017	Norte	PA	1503507	Irituia	Total	Municipal	61,9	32,4	0,0	2,9	2,8	0,0
2017	Norte	PA	1503606	Itaituba	Total	Municipal	11,6	34,7	33,9	3,3	10,7	5,8
2017	Norte	PA	1503705	Itupiranga	Total	Municipal	48,9	8,5	21,3	7,4	10,6	3,3
2017	Norte	PA	1503754	Jacareacanga	Total	Municipal	1,8	5,4	62,5	12,5	16,1	1,7
2017	Norte	PA	1503804	Jacundá	Total	Municipal	15,8	42,1	26,3	2,6	13,2	0,0
2017	Norte	PA	1503903	Juruti	Total	Municipal	35,8	24,2	29,2	2,5	6,7	1,6
2017	Norte	PA	1504000	Limoeiro do Ajuru	Total	Municipal	19,6	39,2	37,3	2,0	0,0	1,9
2017	Norte	PA	1504059	Mãe do Rio	Total	Municipal	46,3	31,5	7,4	7,4	5,6	1,8
2017	Norte	PA	1504109	Magalhães Barata	Total	Municipal	16,7	72,2	5,6	0,0	0,0	5,5
2017	Norte	PA	1504208	Marabá	Total	Municipal	11,0	38,0	36,5	4,5	8,0	2,0
2017	Norte	PA	1504307	Maracanã	Total	Municipal	38,0	45,7	5,4	0,0	8,7	2,2
2017	Norte	PA	1504406	Marapanim	Total	Municipal	35,1	47,4	3,5	1,8	12,2	0,0
2017	Norte	PA	1504422	Marituba	Total	Municipal	0,0	43,9	34,8	1,5	15,2	4,6
2017	Norte	PA	1504455	Medicilândia	Total	Municipal	51,2	34,1	4,9	2,4	2,4	5,0
2017	Norte	PA	1504505	Melgaço	Total	Municipal	58,5	13,2	24,5	0,0	0,0	3,8
2017	Norte	PA	1504604	Mocajuba	Total	Municipal	46,7	26,7	11,7	6,7	8,2	0,0
2017	Norte	PA	1504703	Moju	Total	Municipal	32,6	38,4	14,5	5,2	7,6	1,7
2017	Norte	PA	1504752	Mojuí dos Campos	Total	Municipal	47,6	22,2	23,8	3,2	1,6	1,6
2017	Norte	PA	1504802	Monte Alegre	Total	Municipal	41,1	36,2	16,3	2,8	3,6	0,0
2017	Norte	PA	1504901	Muaná	Total	Municipal	42,2	13,3	40,0	0,0	4,5	0,0
2017	Norte	PA	1504950	Nova Esperança do Piriá	Total	Municipal	36,0	32,0	24,0	4,0	2,0	2,0
2017	Norte	PA	1504976	Nova Ipixuna	Total	Municipal	27,8	38,9	16,7	5,6	11,0	0,0
2017	Norte	PA	1505007	Nova Timboteua	Total	Municipal	30,4	43,5	13,0	4,3	8,8	0,0
2017	Norte	PA	1505031	Novo Progresso	Total	Municipal	6,9	62,1	17,2	6,9	0,0	6,9
2017	Norte	PA	1505064	Novo Repartimento	Total	Municipal	37,5	14,3	36,6	2,7	8,9	0,0
2017	Norte	PA	1505106	Óbidos	Total	Municipal	37,5	19,6	23,2	4,5	13,4	1,8
2017	Norte	PA	1505205	Oeiras do Pará	Total	Municipal	21,3	29,8	34,0	6,4	6,4	2,1
2017	Norte	PA	1505304	Oriximiná	Total	Municipal	30,3	38,2	20,2	6,7	4,6	0,0
2017	Norte	PA	1505403	Ourém	Total	Municipal	47,6	42,9	0,0	7,1	2,4	0,0
2017	Norte	PA	1505437	Ourilândia do Norte	Total	Municipal	23,3	43,3	20,0	10,0	3,4	0,0
2017	Norte	PA	1505486	Pacajá	Total	Municipal	27,0	11,3	53,2	3,5	4,3	0,7
2017	Norte	PA	1505494	Palestina do Pará	Total	Municipal	12,5	37,5	37,5	0,0	12,5	0,0
2017	Norte	PA	1505502	Paragominas	Total	Municipal	9,6	31,3	39,8	3,6	15,7	0,0
2017	Norte	PA	1505536	Parauapebas	Total	Municipal	0,0	37,3	32,8	7,5	11,9	10,5
2017	Norte	PA	1505551	Pau D'Arco	Total	Municipal	9,1	45,5	27,3	9,1	9,0	0,0
2017	Norte	PA	1505601	Peixe-Boi	Total	Municipal	46,7	26,7	6,7	6,7	13,2	0,0
2017	Norte	PA	1505635	Piçarra	Total	Municipal	69,0	13,8	3,4	0,0	6,9	6,9
2017	Norte	PA	1505650	Placas	Total	Municipal	57,1	12,9	10,0	4,3	15,7	0,0
2017	Norte	PA	1505700	Ponta de Pedras	Total	Municipal	32,1	37,5	23,2	5,4	1,8	0,0
2017	Norte	PA	1505809	Portel	Total	Municipal	23,1	12,4	34,3	5,9	23,1	1,2
2017	Norte	PA	1505908	Porto de Moz	Total	Municipal	8,5	6,8	41,5	23,7	15,3	4,2
2017	Norte	PA	1506005	Prainha	Total	Municipal	51,7	17,2	22,4	1,7	4,3	2,7
2017	Norte	PA	1506104	Primavera	Total	Municipal	0,0	81,8	0,0	9,1	9,1	0,0
2017	Norte	PA	1506112	Quatipuru	Total	Municipal	0,0	75,0	0,0	8,3	16,7	0,0
2017	Norte	PA	1506138	Redenção	Total	Municipal	10,3	46,2	38,5	0,0	5,0	0,0
2017	Norte	PA	1506161	Rio Maria	Total	Municipal	8,3	33,3	50,0	8,4	0,0	0,0
2017	Norte	PA	1506187	Rondon do Pará	Total	Municipal	21,2	36,4	39,4	0,0	3,0	0,0
2017	Norte	PA	1506195	Rurópolis	Total	Municipal	39,7	6,3	42,9	1,6	7,9	1,6
2017	Norte	PA	1506203	Salinópolis	Total	Municipal	4,2	58,3	16,7	0,0	16,7	4,1
2017	Norte	PA	1506302	Salvaterra	Total	Municipal	28,3	43,5	8,7	13,0	4,3	2,2
2017	Norte	PA	1506351	Santa Bárbara do Pará	Total	Municipal	19,0	47,6	14,3	4,8	14,3	0,0
